Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-12-23 00:00:00-05:00,489.3999938964844,491.9700012207031,482.8399963378906,485.55999755859375,58223600,0.0,0.0
2025-12-24 00:00:00-05:00,488.4800109863281,490.8999938964844,476.79998779296875,485.3999938964844,41285400,0.0,0.0
2025-12-26 00:00:00-05:00,485.2300109863281,489.0899963378906,473.82000732421875,475.19000244140625,58780700,0.0,0.0
2025-12-29 00:00:00-05:00,469.0,469.3999938964844,459.0,459.6400146484375,66263000,0.0,0.0
2025-12-30 00:00:00-05:00,461.0899963378906,463.1199951171875,453.8299865722656,454.42999267578125,59238500,0.0,0.0
2025-12-31 00:00:00-05:00,456.1000061035156,456.54998779296875,449.29998779296875,449.7200012207031,49078000,0.0,0.0
2026-01-02 00:00:00-05:00,457.79998779296875,458.3399963378906,435.29998779296875,438.07000732421875,85535400,0.0,0.0
2026-01-05 00:00:00-05:00,447.989990234375,457.54998779296875,444.57000732421875,451.6700134277344,67940800,0.0,0.0
2026-01-06 00:00:00-05:00,446.3800048828125,448.25,428.7799987792969,432.9599914550781,89093800,0.0,0.0
2026-01-07 00:00:00-05:00,435.8999938964844,438.3699951171875,431.2900085449219,431.4100036621094,59828800,0.0,0.0
2026-01-08 00:00:00-05:00,427.8900146484375,436.8900146484375,424.3699951171875,435.79998779296875,57041100,0.0,0.0
2026-01-09 00:00:00-05:00,435.95001220703125,449.04998779296875,430.3900146484375,445.010009765625,67331500,0.0,0.0
2026-01-12 00:00:00-05:00,441.2300109863281,454.29998779296875,438.0,448.9599914550781,61649600,0.0,0.0
2026-01-13 00:00:00-05:00,450.20001220703125,451.80999755859375,443.95001220703125,447.20001220703125,53719200,0.0,0.0
2026-01-14 00:00:00-05:00,442.80999755859375,443.9100036621094,434.2200012207031,439.20001220703125,57259500,0.0,0.0
2026-01-15 00:00:00-05:00,441.1300048828125,445.3599853515625,437.6499938964844,438.57000732421875,49465800,0.0,0.0
2026-01-16 00:00:00-05:00,439.5,447.25,435.260009765625,437.5,60220600,0.0,0.0
2026-01-20 00:00:00-05:00,429.3599853515625,430.7300109863281,417.44000244140625,419.25,63187300,0.0,0.0
2026-01-21 00:00:00-05:00,421.6600036621094,438.20001220703125,419.6199951171875,431.44000244140625,68124000,0.0,0.0
2026-01-22 00:00:00-05:00,435.1600036621094,449.5,432.6300048828125,449.3599853515625,71546700,0.0,0.0
2026-01-23 00:00:00-05:00,447.42999267578125,452.42999267578125,444.0400085449219,449.05999755859375,56771400,0.0,0.0
2026-01-26 00:00:00-05:00,445.0,445.0400085449219,434.2799987792969,435.20001220703125,49397400,0.0,0.0
2026-01-27 00:00:00-05:00,437.4100036621094,437.5199890136719,430.69000244140625,430.8999938964844,37733100,0.0,0.0
2026-01-28 00:00:00-05:00,431.9100036621094,438.260009765625,430.1000061035156,431.4599914550781,54857400,0.0,0.0
2026-01-29 00:00:00-05:00,437.79998779296875,440.2300109863281,414.6199951171875,416.55999755859375,81686100,0.0,0.0
2026-01-30 00:00:00-05:00,425.3500061035156,439.8800048828125,422.70001220703125,430.4100036621094,82626100,0.0,0.0
2026-02-02 00:00:00-05:00,421.2900085449219,427.1499938964844,414.5,421.80999755859375,58495500,0.0,0.0
2026-02-03 00:00:00-05:00,424.2699890136719,424.2749938964844,423.3500061035156,423.67498779296875,1322795,0.0,0.0
